response_id,condition,in_school,work_hours,has_job,job_satis,toi_1,toi_2,toi_3,skil_aq_1,skil_aq_2,skil_aq_3,job_avail,sksh_pre,passion_1,passion_2,passion_3,job_year,js_intent_1,js_intent_2,js_intent_3,js_intent_4,js_intent_5,js_intent_6,tr_int_ex_1,tr_int_ex_2,tr_int_in_1,tr_int_in_2,expectancy_1,expectancy_2,bls_link,satis_post,male,race,highest_ed,sksh_post,age,study_ID
R_bBhSDeTVxPPLvPT,control,NA,3,1,6,4,4,4,7,7,7,6,3,NA,NA,NA,NA,4,3,3,4,4,3,4,4,2,2,6,6,0,NA,1,4,3,NA,20,js_2b
R_2gX8bjFiaQMkwOF,control,NA,4,1,6,5,5,5,6,6,6,6,5,NA,NA,NA,NA,1,3,1,1,1,1,1,1,1,1,4,4,0,NA,1,2,3,NA,26,js_2b
R_8plP98e6Blg6JkF,control,NA,6,1,3,2,2,2,5,5,7,7,7,NA,NA,NA,NA,1,1,1,1,1,1,1,1,3,3,6,6,1,NA,1,4,3,NA,28,js_2b
R_9t0sWNqKv63riXX,treatment,NA,6,0,3,6,6,5,3,5,7,2,2,NA,NA,NA,NA,3,2,4,2,4,5,4,4,4,3,5,3,1,NA,0,2,6,NA,23,js_2b
R_5jOf4XqA54ytImF,treatment,NA,5,1,5,2,1,1,7,7,7,3,5,NA,NA,NA,NA,2,1,3,1,2,4,4,3,3,3,5,5,1,NA,0,2,5,NA,50,js_2b
R_bPDn7CfYI1OZUhf,control,NA,6,1,6,3,4,3,6,6,6,1,2,NA,NA,NA,NA,2,3,3,2,4,3,1,1,2,2,5,5,0,NA,0,1,6,NA,39,js_2b
R_0pGyf9Gr1lCR4C9,control,NA,4,0,1,6,6,6,5,4,5,5,6,NA,NA,NA,NA,2,4,2,1,1,3,4,3,1,1,1,1,0,NA,0,1,3,NA,25,js_2b
R_cuzrW8QWx1UEGBD,treatment,NA,5,1,5,3,4,4,7,7,7,5,7,NA,NA,NA,NA,3,4,3,3,4,3,2,2,2,3,2,2,1,NA,1,1,6,NA,38,js_2b
R_0TIR2r0iGz8w75P,treatment,NA,4,0,2,5,5,5,6,6,7,6,4,NA,NA,NA,NA,3,3,4,3,4,3,2,2,3,3,6,6,0,NA,1,1,6,NA,39,js_2b
R_9GFGb3Ou2SkXN9b,treatment,NA,4,1,7,4,4,4,7,6,7,7,5,NA,NA,NA,NA,4,3,4,4,5,4,5,5,5,3,7,7,1,NA,1,1,3,NA,22,js_2b
R_0VRNJ3UbJE0xl4x,treatment,NA,2,0,3,2,2,3,6,6,6,5,6,NA,NA,NA,NA,3,2,3,2,3,4,3,3,2,2,5,3,1,NA,1,1,5,NA,20,js_2b
R_etkJqOyefdShkVf,control,NA,5,1,5,4,4,3,3,3,6,3,5,NA,NA,NA,NA,1,2,1,3,3,3,1,1,3,2,4,5,0,NA,0,1,7,NA,32,js_2b
R_0lDvf6QyibjU7Hf,treatment,NA,5,1,6,4,4,4,6,6,6,5,5,NA,NA,NA,NA,2,1,1,1,2,1,2,4,3,3,4,5,0,NA,0,1,5,NA,35,js_2b
R_elKarU3ARc6WAKx,treatment,NA,6,0,6,4,4,4,3,4,5,2,3,NA,NA,NA,NA,2,3,4,2,4,2,2,2,2,2,4,4,0,NA,0,3,5,NA,32,js_2b
R_4VeNGDuyROeL5vD,control,NA,4,0,5,3,3,3,6,5,6,4,4,NA,NA,NA,NA,1,1,1,1,1,1,4,2,3,3,4,4,0,NA,1,1,3,NA,19,js_2b
R_9S9nI86xWszAh1j,control,NA,6,0,7,1,1,1,7,7,7,2,7,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,1,3,NA,26,js_2b
R_0vaSJSdaZeyy8yV,control,NA,6,1,6,4,4,4,5,5,5,6,3,NA,NA,NA,NA,3,4,4,3,4,4,2,2,4,4,6,6,0,NA,1,1,6,NA,30,js_2b
R_0dHeVjM68CcynVb,control,NA,4,1,4,2,2,2,5,6,6,3,4,NA,NA,NA,NA,2,3,3,2,3,3,5,3,4,4,4,6,1,NA,0,1,6,NA,24,js_2b
R_432muCDAjSKJav3,control,NA,5,0,4,1,1,2,7,7,6,4,5,NA,NA,NA,NA,NA,4,4,4,4,3,3,3,4,4,6,6,1,NA,1,1,2,NA,34,js_2b
R_cIx2VhU0frB6eyN,control,NA,2,0,1,4,4,6,6,6,6,1,2,NA,NA,NA,NA,4,4,4,4,4,4,2,2,5,5,5,6,1,NA,1,1,3,NA,22,js_2b
R_ddl8hpQxEJNdk5n,treatment,NA,2,0,4,3,2,3,7,7,7,6,5,NA,NA,NA,NA,5,3,5,5,5,4,5,5,4,3,7,7,0,NA,1,1,3,NA,19,js_2b
R_5bG1ba8R0kVyObP,treatment,NA,5,1,6,4,3,3,5,5,6,3,6,NA,NA,NA,NA,2,2,1,1,3,2,2,2,4,4,5,5,0,NA,1,1,6,NA,25,js_2b
R_57kI0MA6YofUQh7,control,NA,3,0,3,4,4,4,3,3,3,3,5,NA,NA,NA,NA,2,4,3,3,3,2,4,4,3,4,6,6,1,NA,0,1,3,NA,23,js_2b
R_eLtgTjIJrpg6Jet,control,NA,6,0,3,6,6,6,6,6,6,5,1,NA,NA,NA,NA,5,5,5,5,5,5,4,4,4,4,6,5,1,NA,0,7,3,NA,26,js_2b
R_dhg1JAkMuHKaMUB,control,NA,3,0,1,3,2,2,6,6,6,4,4,NA,NA,NA,NA,4,4,4,4,4,4,3,3,NA,NA,6,6,0,NA,1,1,6,NA,26,js_2b
R_2gabzTjrbVHYMip,control,NA,3,1,1,1,1,1,5,6,6,7,4,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,1,5,2,0,NA,0,1,3,NA,23,js_2b
R_5pEfSK6p8nRWwPH,treatment,NA,5,0,5,5,4,4,7,7,7,5,2,NA,NA,NA,NA,2,2,1,2,2,2,2,2,1,2,5,5,0,NA,0,1,6,NA,32,js_2b
R_3QaNRFE1Dn4sRDv,treatment,NA,6,1,6,4,5,4,2,4,5,3,6,NA,NA,NA,NA,2,2,1,1,1,2,1,1,3,3,5,1,0,NA,1,1,6,NA,26,js_2b
R_78tZWc0SIZmG8aF,treatment,NA,6,1,1,3,3,3,6,6,6,5,2,NA,NA,NA,NA,2,4,4,3,5,4,2,2,2,2,7,7,0,NA,1,1,7,NA,32,js_2b
R_4GSV4b1W8tAT10V,treatment,NA,6,1,7,3,3,3,7,7,7,5,6,NA,NA,NA,NA,3,3,3,2,3,3,2,2,4,4,7,7,0,NA,1,1,7,NA,32,js_2b
R_8v6Nf8I40hTZyWF,control,NA,5,1,3,5,5,5,6,2,6,2,6,NA,NA,NA,NA,2,2,2,2,2,2,1,1,1,1,2,2,0,NA,1,1,7,NA,30,js_2b
R_eWMiH0D2HOk1uwR,control,NA,2,0,3,4,4,5,6,5,7,5,3,NA,NA,NA,NA,4,4,3,2,3,4,5,3,3,4,5,5,1,NA,1,1,3,NA,21,js_2b
R_3KsjfQCVWbKnvoh,control,NA,1,0,1,1,1,1,7,7,7,5,5,NA,NA,NA,NA,3,3,1,3,1,2,5,4,5,5,7,7,1,NA,0,2,3,NA,21,js_2b
R_1AJNmnbQqi7oDiZ,treatment,NA,5,1,7,4,4,4,5,6,6,6,6,NA,NA,NA,NA,2,2,2,2,2,2,2,2,3,3,5,5,1,NA,1,1,6,NA,52,js_2b
R_071yVtSLcQJ7OEl,treatment,NA,3,0,2,5,5,5,6,6,7,7,1,NA,NA,NA,NA,3,3,4,3,4,3,4,4,3,3,6,6,1,NA,1,1,3,NA,24,js_2b
R_ctZxciDKoTZzpc1,treatment,NA,5,1,6,3,2,2,6,5,6,4,4,NA,NA,NA,NA,3,2,4,3,4,4,2,2,3,4,3,4,0,NA,0,3,2,NA,49,js_2b
R_ddml9fAd8GGuqIB,control,NA,3,0,5,2,2,2,5,5,6,3,3,NA,NA,NA,NA,3,2,3,3,4,3,1,1,3,3,5,5,0,NA,0,1,6,NA,23,js_2b
R_b7vUSYiuXWbRztb,control,NA,4,1,3,5,5,5,5,3,6,3,5,NA,NA,NA,NA,4,4,3,4,4,3,3,2,4,2,5,6,1,NA,1,4,6,NA,22,js_2b
R_eWqFfo7w46fjZiZ,treatment,NA,2,1,5,4,3,5,3,4,5,3,6,NA,NA,NA,NA,3,2,2,4,4,3,3,4,3,4,3,4,0,NA,0,1,2,NA,29,js_2b
R_0k9eLsQAxFncqPP,treatment,NA,5,1,2,2,2,2,6,6,6,1,4,NA,NA,NA,NA,1,2,NA,1,2,2,1,1,1,1,2,2,0,NA,0,1,2,NA,46,js_2b
R_8AqN3Z9qrWO2zBj,control,NA,5,1,4,2,3,2,7,7,7,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,3,3,5,5,0,NA,1,2,5,NA,48,js_2b
R_bNizCOOMNSP25Tv,control,NA,3,1,4,1,2,3,4,4,6,5,3,NA,NA,NA,NA,3,4,3,4,3,2,2,3,4,4,5,2,1,NA,1,1,3,NA,19,js_2b
R_6XPR2TCini3Zt7T,treatment,NA,6,1,4,2,2,2,5,5,6,3,4,NA,NA,NA,NA,2,4,2,4,4,3,2,2,3,2,3,3,1,NA,1,1,5,NA,34,js_2b
R_5dz5HDH1ssgog2F,treatment,NA,3,1,3,2,2,2,5,6,6,6,3,NA,NA,NA,NA,5,4,4,4,5,4,4,4,4,4,6,6,1,NA,1,3,5,NA,26,js_2b
R_6xrbFZZYEy40prT,control,NA,5,1,7,2,1,1,7,2,6,6,2,NA,NA,NA,NA,1,1,1,1,1,1,2,2,5,5,7,7,0,NA,1,3,6,NA,30,js_2b
R_8j3sS8RllYSbfvv,treatment,NA,5,1,6,2,2,2,5,5,6,3,3,NA,NA,NA,NA,1,1,2,1,1,2,2,1,3,3,2,6,0,NA,0,1,3,NA,58,js_2b
R_2mbSDaiTcwg6syF,control,NA,5,0,5,3,3,3,5,6,7,3,4,NA,NA,NA,NA,1,2,1,1,4,3,2,2,3,3,4,5,1,NA,0,1,6,NA,41,js_2b
R_1zfnb86WQUiJv81,control,NA,6,1,5,4,4,4,5,5,6,5,3,NA,NA,NA,NA,1,1,1,1,1,1,3,2,2,2,6,6,1,NA,1,1,6,NA,24,js_2b
R_bq6gE67RNIDrtwp,treatment,NA,5,1,5,4,4,5,5,5,6,4,4,NA,NA,NA,NA,2,3,3,2,3,3,4,3,3,2,5,4,0,NA,1,2,3,NA,30,js_2b
R_24U7z9dD3EPuFFj,control,NA,4,0,3,6,6,6,7,7,7,5,7,NA,NA,NA,NA,4,4,2,2,3,4,1,1,3,3,6,6,0,NA,0,1,5,NA,29,js_2b
R_8eT13JkDLH1RZsx,treatment,NA,3,1,4,2,2,2,7,6,7,4,4,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,5,5,1,NA,0,1,6,NA,32,js_2b
R_cuWYHKvZrkK3HsF,treatment,NA,2,1,5,3,3,1,5,5,7,5,5,NA,NA,NA,NA,2,2,2,2,3,2,1,1,1,3,6,6,1,NA,1,1,6,NA,27,js_2b
R_9EvhVqemsMfHsgZ,treatment,NA,3,0,1,4,4,4,3,4,7,5,6,NA,NA,NA,NA,3,3,5,2,4,3,3,2,2,3,3,2,1,NA,1,1,3,NA,25,js_2b
R_0TzHT0Mj7h1dy7z,control,NA,2,0,2,4,4,4,5,6,6,3,6,NA,NA,NA,NA,2,3,4,4,4,4,1,1,1,2,5,3,1,NA,1,1,3,NA,28,js_2b
R_6QjIBV0N7uVNHJb,control,NA,6,1,6,3,3,3,6,6,6,5,3,NA,NA,NA,NA,1,1,1,1,1,1,3,3,3,3,6,6,0,NA,1,4,6,NA,25,js_2b
R_bpkHIe3bovS21St,control,NA,2,0,1,2,2,2,2,5,4,3,4,NA,NA,NA,NA,2,3,4,3,4,4,3,2,2,3,6,5,1,NA,0,1,6,NA,24,js_2b
R_6eVKHDJeBOvVgIl,control,NA,4,1,5,2,2,2,6,6,6,4,5,NA,NA,NA,NA,4,3,4,4,4,4,4,4,4,4,4,5,1,NA,1,2,3,NA,23,js_2b
R_20lUB5zzUxyXkpv,control,NA,2,0,2,3,3,4,4,3,5,3,5,NA,NA,NA,NA,3,2,4,2,2,3,4,3,1,2,6,4,0,NA,1,4,3,NA,20,js_2b
R_816GyBZOsr9YUwR,treatment,NA,5,1,5,5,5,5,6,5,6,5,6,NA,NA,NA,NA,1,1,1,1,2,2,1,1,1,2,6,6,0,NA,1,1,3,NA,25,js_2b
R_9TtogcwAvDXooRv,treatment,NA,5,1,7,2,2,2,6,6,6,5,2,NA,NA,NA,NA,4,4,4,4,4,4,3,3,3,3,5,5,0,NA,0,4,6,NA,24,js_2b
R_3kDnbj9qx92V36J,control,NA,6,1,1,3,3,3,6,6,6,4,2,NA,NA,NA,NA,2,3,2,1,3,3,3,3,3,4,5,2,1,NA,1,1,3,NA,26,js_2b
R_5jOJvwzBQFHC2dn,control,NA,3,1,7,3,3,3,7,7,7,6,6,NA,NA,NA,NA,1,1,1,1,1,1,4,4,3,3,6,6,0,NA,1,2,6,NA,27,js_2b
R_3gd2roOxrBY1jmJ,control,NA,6,0,3,2,2,2,6,6,6,6,6,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,7,7,1,NA,1,2,3,NA,24,js_2b
R_1FVmd92LwcBrJNr,treatment,NA,2,0,2,4,5,4,6,5,6,5,4,NA,NA,NA,NA,4,4,3,3,2,3,4,4,3,4,3,2,0,NA,1,1,3,NA,19,js_2b
R_6P4qxSZuSIQnkKF,treatment,NA,6,1,7,3,3,3,6,5,6,5,4,NA,NA,NA,NA,2,1,1,1,1,1,2,2,2,2,5,5,0,NA,1,4,6,NA,37,js_2b
R_1AjgOqHB71KjuSN,treatment,NA,4,1,3,2,2,1,7,6,7,4,6,NA,NA,NA,NA,3,3,5,4,5,4,3,3,4,3,6,4,1,NA,0,1,6,NA,34,js_2b
R_3Jg1Sco37tUOd5H,treatment,NA,4,1,7,1,1,1,7,7,7,1,1,NA,NA,NA,NA,2,1,1,1,1,1,3,3,1,1,7,7,0,NA,1,3,3,NA,26,js_2b
R_eVVoUiLRTgKjKbX,control,NA,2,1,5,3,3,3,5,6,6,4,5,NA,NA,NA,NA,4,4,4,3,5,5,5,5,4,4,6,6,0,NA,0,1,6,NA,32,js_2b
R_71aQtMGbjOlghp3,treatment,NA,4,1,6,2,2,2,7,7,7,6,3,NA,NA,NA,NA,3,3,4,3,3,3,4,4,3,3,7,7,1,NA,0,1,6,NA,22,js_2b
R_eW2N5iWwLrWy7l3,control,NA,6,1,2,2,2,2,7,7,7,3,5,NA,NA,NA,NA,3,3,2,2,4,3,2,2,2,2,7,7,0,NA,1,1,2,NA,28,js_2b
R_a30lUKefHptih25,treatment,NA,2,0,4,5,5,5,6,5,6,5,6,NA,NA,NA,NA,4,4,4,3,3,3,4,3,3,3,5,4,1,NA,1,4,6,NA,19,js_2b
R_6WmTWPGdYqlNBmR,treatment,NA,6,0,3,5,3,6,7,7,7,7,7,NA,NA,NA,NA,5,4,4,5,4,3,5,5,5,5,7,7,1,NA,1,4,2,NA,21,js_2b
R_7WzDmaSvQyNuQAZ,treatment,NA,5,1,3,3,3,3,5,6,6,3,2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,5,5,1,NA,0,1,5,NA,47,js_2b
R_73WBsRh8xtbFyzr,treatment,NA,4,1,5,3,5,3,7,7,6,3,3,NA,NA,NA,NA,3,3,3,2,1,3,5,3,4,4,5,5,1,NA,0,1,3,NA,24,js_2b
R_08nKzXi2rNodOHX,control,NA,3,0,5,1,1,1,6,6,7,4,1,NA,NA,NA,NA,1,1,1,1,4,4,1,1,1,1,7,7,0,NA,0,1,2,NA,26,js_2b
R_cBxl31zpk8SRh2J,control,NA,4,1,3,3,3,3,6,3,6,3,4,NA,NA,NA,NA,3,3,4,3,4,3,5,3,4,4,4,5,1,NA,1,1,3,NA,31,js_2b
R_3IxVn4WKnuW5GJv,treatment,NA,2,0,3,2,2,2,6,6,6,4,4,NA,NA,NA,NA,3,3,2,2,4,4,1,1,3,3,6,6,0,NA,0,1,6,NA,31,js_2b
R_0c6gkoAlVUN9ei9,control,NA,4,0,5,3,3,3,6,5,6,3,5,NA,NA,NA,NA,2,2,3,2,3,3,4,2,2,2,5,3,1,NA,0,1,5,NA,23,js_2b
R_9BMNfkapSIX4ELj,treatment,NA,5,1,5,1,2,1,6,6,6,3,3,NA,NA,NA,NA,3,4,3,3,3,5,3,3,4,5,6,3,1,NA,1,1,2,NA,27,js_2b
R_81Ad9jN4gQJBOdf,treatment,NA,3,0,2,4,4,4,3,5,6,4,3,NA,NA,NA,NA,2,3,2,3,3,4,1,1,2,2,6,6,1,NA,1,1,2,NA,28,js_2b
R_0jszCpMA9vwtQ7H,treatment,NA,1,1,6,2,2,2,6,6,6,6,7,NA,NA,NA,NA,1,1,1,1,1,1,4,4,4,4,6,NA,0,NA,1,2,6,NA,34,js_2b
R_6g44BvFMql1Ss61,treatment,NA,2,0,2,2,2,2,6,6,6,5,4,NA,NA,NA,NA,3,4,3,3,4,3,3,3,4,4,6,6,1,NA,1,3,3,NA,20,js_2b
R_d3VjM6LxqgvSRxj,control,NA,5,1,3,3,2,3,5,5,7,3,5,NA,NA,NA,NA,2,3,3,2,4,3,5,5,4,3,5,3,1,NA,0,1,3,NA,NA,js_2b
R_884b3vv5yMSxqPb,control,NA,6,1,7,4,2,2,6,6,7,5,5,NA,NA,NA,NA,1,1,1,1,1,1,2,2,2,2,6,6,1,NA,1,1,6,NA,26,js_2b
R_0PKvDaG7CydiAYd,control,NA,2,0,4,5,4,4,7,7,7,6,4,NA,NA,NA,NA,3,4,5,4,5,4,2,2,4,4,3,3,0,NA,1,1,6,NA,23,js_2b
R_2364oSdls4kGdZX,control,NA,2,1,2,6,6,5,1,2,3,2,7,NA,NA,NA,NA,1,2,2,2,3,3,1,1,2,2,7,7,1,NA,0,1,3,NA,37,js_2b
R_aVicmT6UNLUDTnf,treatment,NA,6,0,2,2,2,2,6,6,6,6,5,NA,NA,NA,NA,2,2,2,3,3,3,1,1,1,1,2,2,1,NA,1,1,8,NA,56,js_2b
R_202ByDwRQpZpaLP,treatment,NA,6,1,3,2,2,2,6,6,6,4,2,NA,NA,NA,NA,4,4,4,4,4,4,3,3,4,4,7,6,1,NA,1,1,3,NA,31,js_2b
R_8j1xpi4vnEb6UPH,treatment,NA,6,1,5,2,2,2,6,6,6,4,4,NA,NA,NA,NA,3,2,3,1,3,4,1,1,3,3,6,6,0,NA,1,1,6,NA,27,js_2b
R_1GpeI42Rfn3LMON,treatment,NA,4,0,4,2,2,2,6,5,6,3,2,NA,NA,NA,NA,1,2,2,3,2,3,1,2,4,3,5,6,1,NA,0,2,3,NA,26,js_2b
R_5hSfTIxguoAOWoZ,control,NA,6,1,6,2,1,1,7,7,7,7,2,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,NA,7,7,1,NA,0,2,6,NA,28,js_2b
R_bDFB4ikC3i1hZd3,treatment,NA,2,1,3,5,4,4,5,5,6,6,2,NA,NA,NA,NA,3,3,3,3,5,5,NA,NA,4,4,5,5,0,NA,1,1,6,NA,49,js_2b
R_3EsN7uzmPdKylIV,treatment,NA,2,0,2,2,2,2,6,6,6,3,3,NA,NA,NA,NA,3,4,3,3,3,4,3,3,3,3,6,6,0,NA,1,1,2,NA,21,js_2b
R_8H5hPy2W4PLNwj3,treatment,NA,5,1,5,5,4,4,2,3,6,5,6,NA,NA,NA,NA,2,3,4,3,3,4,2,2,1,1,6,5,0,NA,1,1,6,NA,58,js_2b
R_aVMAblS9tjg9R53,control,NA,6,1,4,3,4,4,6,5,6,4,2,NA,NA,NA,NA,1,1,1,1,2,2,1,1,2,2,4,2,1,NA,0,1,2,NA,41,js_2b
R_7Nypd9rbQfonWEB,control,NA,5,0,2,4,4,3,5,7,6,2,5,NA,NA,NA,NA,2,3,3,2,3,2,2,2,2,3,3,3,0,NA,1,1,6,NA,24,js_2b
R_8DhftgRrtdy0XwV,control,NA,4,1,4,1,1,1,5,6,7,2,2,NA,NA,NA,NA,2,3,2,2,2,3,3,3,2,2,5,4,0,NA,0,1,3,NA,31,js_2b
R_bC6CQrlD7QLikE5,control,NA,2,0,4,3,2,2,6,6,6,5,2,NA,NA,NA,NA,3,3,3,3,3,3,5,3,4,4,6,6,1,NA,0,1,3,NA,20,js_2b
R_8AZwwlEIC13fwax,control,NA,6,1,6,2,2,2,6,6,7,5,3,NA,NA,NA,NA,2,2,2,2,2,2,1,1,3,3,6,6,1,NA,1,4,6,NA,33,js_2b
R_51LgQS2KUkoU9fv,treatment,NA,4,1,5,5,5,5,6,6,6,4,7,NA,NA,NA,NA,3,3,4,3,3,2,3,3,4,2,6,6,1,NA,1,4,6,NA,28,js_2b
R_8CGV3kXIJshAy7X,treatment,NA,4,0,5,4,2,2,6,6,7,3,5,NA,NA,NA,NA,2,1,2,2,3,2,1,1,1,1,6,6,1,NA,0,1,6,NA,49,js_2b
R_0v7AgrGVZ45HkaN,control,NA,5,1,6,2,2,1,6,7,7,7,6,NA,NA,NA,NA,2,1,3,1,1,2,4,4,5,5,7,7,0,NA,1,1,6,NA,28,js_2b
R_byzwv8oyWGfbqAJ,treatment,NA,6,1,6,1,1,5,7,7,6,5,5,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,6,6,1,NA,1,1,8,NA,29,js_2b
R_3VO4Ef8nQoTSuqx,treatment,NA,4,1,2,2,1,1,6,6,6,2,3,NA,NA,NA,NA,4,2,4,3,4,3,1,1,2,2,6,3,1,NA,1,3,6,NA,23,js_2b
R_bClxekh88rylTdb,treatment,NA,6,1,5,2,2,2,7,6,7,6,3,NA,NA,NA,NA,2,4,4,3,4,4,5,3,4,4,7,6,0,NA,1,1,3,NA,21,js_2b
R_0xGV0oczMTd3fr7,treatment,NA,3,0,5,3,2,1,6,7,7,3,6,NA,NA,NA,NA,3,3,2,2,3,3,5,5,5,5,7,7,0,NA,0,1,6,NA,41,js_2b
R_6gvCZZjsKYKYxnf,control,NA,6,1,2,3,3,3,5,5,6,2,2,NA,NA,NA,NA,5,3,5,5,5,5,2,3,2,3,5,3,0,NA,0,1,6,NA,41,js_2b
R_a9m7rWHvpZZg8LP,treatment,NA,6,1,7,6,1,1,7,6,6,6,5,NA,NA,NA,NA,2,2,2,1,2,3,3,3,5,4,6,6,0,NA,1,1,7,NA,41,js_2b
R_5jUyl3Sqe227BGZ,control,NA,6,1,6,2,2,2,6,6,6,5,5,NA,NA,NA,NA,2,2,2,2,3,3,1,1,3,3,5,5,0,NA,1,7,6,NA,27,js_2b
R_0NcRrWy6EUtGJ3T,treatment,NA,4,1,4,3,3,3,5,6,6,5,2,NA,NA,NA,NA,4,3,4,3,4,3,1,1,2,2,5,5,0,NA,0,1,2,NA,25,js_2b
R_260PQRGmYzGlwxf,treatment,NA,6,1,5,4,4,4,3,3,3,5,3,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,5,5,0,NA,0,1,3,NA,33,js_2b
R_cCG0k08x4p1AeYl,treatment,NA,3,1,3,2,2,2,5,5,7,3,4,NA,NA,NA,NA,3,4,4,4,4,4,3,3,5,5,6,5,1,NA,0,1,6,NA,23,js_2b
R_6EZ4o0raHjI5tUF,control,NA,6,1,6,4,4,4,5,5,1,7,7,NA,NA,NA,NA,2,2,2,2,2,2,1,1,3,3,7,7,1,NA,0,1,5,NA,52,js_2b
R_3wo76Aq7uthDafz,control,NA,3,1,1,1,1,1,6,6,6,2,4,NA,NA,NA,NA,5,5,5,5,5,5,3,3,4,4,7,5,1,NA,1,3,3,NA,23,js_2b
R_4T4HGLClaZwo91z,treatment,NA,4,1,6,5,5,5,6,6,6,2,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,7,7,0,NA,0,1,2,NA,24,js_2b
R_9T7fZIgYseTvGMB,treatment,NA,4,0,2,3,3,3,5,7,7,5,6,NA,NA,NA,NA,5,3,5,3,3,2,3,3,3,4,6,5,1,NA,0,2,6,NA,25,js_2b
R_bfSngQ5VvzzBNTD,treatment,NA,2,1,6,2,3,2,6,6,7,2,5,NA,NA,NA,NA,3,4,2,3,3,NA,2,2,4,4,6,6,0,NA,0,4,7,NA,26,js_2b
R_aWPYUKE1H5CGOnr,treatment,NA,5,0,3,3,4,3,4,4,4,3,3,NA,NA,NA,NA,3,3,2,3,3,2,3,3,3,3,4,4,0,NA,0,1,3,NA,25,js_2b
R_cvz2AvJxXsLCLop,control,NA,6,1,5,3,2,1,7,7,7,3,7,NA,NA,NA,NA,3,3,4,4,5,5,4,4,4,4,5,5,1,NA,0,2,3,NA,41,js_2b
R_4GBuTH2bNgzIDFb,control,NA,3,0,4,5,5,5,5,6,7,4,3,NA,NA,NA,NA,2,2,2,1,2,3,4,4,5,5,7,5,0,NA,0,3,5,NA,21,js_2b
R_3fI4KRhzRIo8LRj,control,NA,6,1,6,4,4,4,6,6,6,3,5,NA,NA,NA,NA,1,4,1,1,3,4,1,1,3,3,3,3,0,NA,1,1,6,NA,29,js_2b
R_eqGOFBaDJb7vaO9,treatment,NA,5,1,5,2,2,2,6,6,6,6,2,NA,NA,NA,NA,4,3,3,3,2,3,3,3,3,3,6,6,0,NA,1,1,3,NA,NA,js_2b
R_d5zAPiUdxL0Iv4N,treatment,NA,4,0,2,2,2,2,6,7,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_2b
R_9nIVsnXnjPMZsQB,treatment,NA,4,0,6,6,6,6,6,6,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_2b
R_5dUoyNXLbfNu6zj,control,NA,5,1,4,3,3,3,5,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_2b
R_4IWsS1JYLhdzp9X,treatment,NA,2,0,3,5,5,5,3,3,6,3,3,NA,NA,NA,NA,2,2,2,2,2,2,2,2,3,3,5,5,0,NA,0,1,6,NA,33,js_2b
R_cPbAFFNRLaYJBSB,treatment,NA,6,1,6,2,2,2,7,7,7,6,6,NA,NA,NA,NA,4,3,3,3,5,4,2,2,2,3,6,6,0,NA,0,1,6,NA,30,js_2b
R_eURSJlOAsstsNc9,treatment,NA,5,1,3,2,2,2,6,6,6,3,3,NA,NA,NA,NA,4,4,4,4,4,4,3,3,3,3,5,5,0,NA,0,1,6,NA,47,js_2b
R_eam5oF69rdKnRDn,control,NA,5,1,3,4,3,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_2b
R_cSHW9az1HzZ55at,treatment,NA,4,1,6,3,3,3,6,7,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,js_2b
R_6Ea5fQ3OPWDOVbT,control,NA,6,1,4,2,2,2,7,7,7,3,5,NA,NA,NA,NA,4,3,4,4,4,3,2,2,2,2,7,7,0,NA,1,1,6,NA,23,js_2b
R_6s8ZaAIdTFKtdsh,control,NA,6,1,6,2,2,2,6,6,6,5,4,NA,NA,NA,NA,2,3,2,3,2,3,2,2,4,4,5,5,1,NA,0,1,5,NA,34,js_2b
R_2ldVR7lAnj5hGKN,treatment,NA,3,1,2,2,2,1,6,7,7,3,1,NA,NA,NA,NA,3,2,4,2,4,4,1,1,1,1,3,3,0,NA,0,1,6,NA,29,js_2b
