"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","learning_conditions","participant_id","code","last_login","token","first_login","show_validation","survey_id","progress","blocked_nav_count","Q_TotalDuration","testing","open_response_lcs","open_response_q_pool","Q11","Q9_1_TEXT","Q9_2_TEXT","Q9_3_TEXT","Q9_4_TEXT","Q9_5_TEXT","Q9_6_TEXT","Q9_7_TEXT","Q6","Q82","Q7","Q83","Q8","Q84","Q9","Q85","Q21","Q86","Q11.1","Q87","Q12","Q88","Q13","Q89","Q14","Q90","Q23","Q61","Q47","Q71","Q37","Q58","Q68","Q59","Q70","Q65","Q67","Q73","Q93","Q93_TEXT","Q19","Q81_1","Q81_2","Q81_3","Q81_4","Q81_5","Q81_6","Q81_6_TEXT","Q81_7","Q81_9","Q81_10","Q81_11","Q81_15","Q81_16","Q81_17","Q81_18","Q81_19","Q81_20","Q81_21","Q81_22","Q54","Q56","Q78","Q20","LocationLatitude","LocationLongitude","LocationAccuracy","X","Q99","Q102","Q100","Q101","Q103","Q104"
NA,"Default Response Set","Anonymous","","",NA,"0","2019-04-05 08:49:46","2019-04-05 08:54:08","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"clean basil","2019-04-05T15:49:50.743Z",NA,"false","true",NA,"100","1","262","","[&quot;meaningful-work&quot;]","___mw1_2__","1","Chrome","72.0.3626.122","CrOS x86_64 11316.165.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 11316.165.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.122 Safari/537.36","7","","6","","5","Sed tristique suspendisse eros iaculis lorem tristique etiam ligula, phasellus suspendisse diam. Sit taciti sit nam lacinia congue placerat. Tempus nulla a ac suspendisse dignissim a bibendum. At augue tortor ac sociosqu eget a, aliquet auctor commodo. Donec orci et nisl neque ullamcorper urna, donec velit vestibulum inceptos curabitur praesent, facilisi dictumst. Nullam at ut blandit amet suspendisse hac amet. Vel mi cursus sit, tincidunt magna, curabitur, enim ante facilisi ut, ac, quis felis fermentum. Sagittis erat odio venenatis in senectus ut litora vitae condimentum pellentesque consequat. Curabitur facilisis, facilisi. Vitae, convallis id sed eros fringilla ornare nunc elementum. Augue maximus lorem ornare vel cum, sit integer platea, eget. Vitae ut. Eu sociosqu nec molestie maecenas, eu eros egestas. Non quis erat etiam vehicula. Augue mus aliquam nisl curabitur sed dapibus.","6","","6","","4","Habitasse integer mattis ante, eget nam tortor habitasse aliquam quis vulputate. Tincidunt et praesent sed, egestas diam vestibulum scelerisque in. Id ante sed quisque platea ex, nullam vestibulum, posuere id amet. Vivamus integer condimentum enim. Montes eu in, ad mattis etiam diam risus ullamcorper. Vulputate ac neque posuere in vitae sapien, ac vel, mollis. Montes pulvinar sed aliquam pellentesque dapibus iaculis, orci scelerisque finibus. Vulputate vel nascetur lobortis mus felis sapien, nisl, sed accumsan maximus, eu! Nec fermentum ut aliquam. Cras ante rhoncus euismod porta nec eget felis mauris. Eget litora, elementum vestibulum velit fringilla egestas vel ultricies nisl. Cursus nisl enim vestibulum, purus. Nulla aliquam congue lorem fringilla. Elementum finibus non torquent sem phasellus lectus egestas cubilia, fusce. Lacinia pellentesque a at tempus in cubilia, suspendisse. Aliquet laoreet sollicitudin efficitur cursus. Eget, id. Nec nibh est, et.","4","","4","","5","","4","4","","1","3","3","3","5","4","5","5","4","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"7","Velit ullamcorper in, lacinia, finibus libero interdum egestas feugiat! Aliquam nisl, nisi sociosqu ac platea vitae justo sollicitudin lobortis id euismod ornare. Orci enim convallis facilisi nibh augue? Ipsum facilisis non, quis turpis non diam tincidunt semper accumsan venenatis ac nec. Dis accumsan consequat sapien congue tincidunt. Massa sodales faucibus eu posuere interdum efficitur nec nec. Auctor venenatis porta senectus nulla in mi a. Ex ipsum hac enim, eget, commodo. Vestibulum magnis himenaeos hendrerit, vitae maximus hac eu dapibus sodales. Et, sollicitudin fringilla elementum sed sagittis eu nunc, a et integer. Justo platea dignissim ad et primis eleifend eu. Mattis, natoque. Netus proin a, sociis, amet dolor quam. Sed fames nullam orci commodo, dolor ante elementum. Fringilla gravida felis aliquam urna sagittis nam, purus primis adipiscing ut eu. Congue eros enim lorem fringilla at.","5",NA,"",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-03-01 08:15:41","2019-03-01 08:18:12","1","[&quot;teacher-caring&quot;]",NA,"lion sky","2019-03-01T16:15:41.349Z",NA,"false","",NA,"100","","151","","[null]","_","1","Chrome","71.0.3578.127","CrOS x86_64 11151.113.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36","7","","7","Iaculis potenti id himenaeos. Efficitur, velit nec a ut primis velit? Mollis velit fringilla himenaeos ridiculus vivamus nulla feugiat, dolor pharetra eget. Eleifend posuere habitasse ac duis eu sed convallis eget amet maecenas! Finibus congue sed, massa conubia eget sodales nunc cubilia sapien. Turpis risus, non at sagittis in felis. Suspendisse nulla nunc, mauris nisl, amet nunc, felis ac varius natoque ante, aptent. Pulvinar magna senectus ante, donec accumsan lobortis donec lorem. In cras ac lacus, feugiat, inceptos sed at vitae congue viverra! Suspendisse sodales, donec leo accumsan.","6","","","","","Parturient habitasse aliquam, aptent magna nunc lorem senectus blandit. Malesuada, amet at nostra lectus felis non efficitur. Imperdiet urna per sed nibh urna posuere. Sed non velit interdum suspendisse. Et elit ipsum felis erat non lobortis posuere. Auctor et, felis ac, tellus facilisi sed mauris amet turpis. Porttitor sodales accumsan sagittis conubia ut metus nisl dictumst. Non ut ridiculus iaculis, nec arcu, ac non massa viverra. Risus efficitur mauris semper, sed nibh.","","","","","","","","","4","5","","","","","","","","","","5","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"6","","3","3","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-09-14 14:41:50","2018-09-14 14:47:50","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"frog silver","2018-09-14T21:41:51.879Z",NA,"true","true",NA,"100","","359","","[&quot;feedback-for-growth&quot;]","___fg2_2__","1","Chrome","66.0.3359.181","CrOS x86_64 10452.96.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10452.96.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36","7","","6","","7","","6","","7","","6","","5","","6","","6","","5","5","4","1","4","5","5","5","5","5","5","5","2","","2","","","","","","","","","","1","","","","","","","","","","1","5","","1",NA,NA,NA,NA,NA,"","5",NA,"Molestie sapien lobortis. Porta at at. Vehicula eu sed magna massa nibh, sed vulputate. Lorem semper, turpis leo! Ut ultrices facilisi vel sed accumsan curae duis id sit. Amet velit sed et purus ac vel eleifend mi. Ante magnis gravida, aenean netus lectus risus. Congue curae vel sed, consequat in sit habitasse tellus. Sodales donec inceptos non ad, id viverra eu dolor ultricies ut metus. In ipsum senectus condimentum velit, vestibulum. Tempor ut proin ridiculus consectetur eget torquent cursus. Tortor nulla ultrices erat justo. Sit, iaculis dignissim dolor et sed rhoncus id mattis.",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-03-19 11:42:59","2019-03-19 11:46:02","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"spring camel","2019-03-19T18:43:00.304Z",NA,"false","",NA,"100","2","183","","[&quot;feedback-for-growth&quot;]","___fg2_2__","1","Chrome","73.0.3683.75","Macintosh","1366x768","-1","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.75 Safari/537.36","6","","6","","6","","7","","6","","6","","6","","5","Adipiscing nullam conubia ante orci fames maximus vel. Ac nec rutrum turpis tortor penatibus pellentesque. Ligula nec, lorem, dictumst accumsan tincidunt magna. Aenean mi class lectus fames vulputate eget ex in netus consectetur vehicula elit. Sed lorem facilisis himenaeos quisque lorem et. Ante vestibulum facilisis eros tortor. Tincidunt magna libero faucibus, enim magnis. Efficitur commodo, rhoncus condimentum nulla tincidunt ut etiam sed? Ac eu, odio nunc ac, sed quam sem nec euismod sit nisi. Ut augue quam hendrerit accumsan sem a porta rutrum ipsum dignissim habitant nec eget, litora. Non vivamus id in fusce mi fermentum fames ut egestas.","3","","5","4","","","","","","","","","","5","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"7","","2","5","","Arcu, hendrerit. Aliquet risus vel vel tempor sit erat dolor vel. Magnis, sapien cursus porttitor eget enim velit, suspendisse. Fusce ornare ligula netus, sit, neque ac lacinia odio netus. Nibh faucibus, purus sed in scelerisque pellentesque. Urna rhoncus semper porttitor non quis torquent justo ut, tempus. Posuere inceptos et, lobortis vestibulum massa id lacus et convallis mus inceptos congue. In, imperdiet lorem viverra. Nullam torquent vel sed, proin conubia sodales tempor ante condimentum dictumst nostra lacinia potenti dolor, in."
NA,"Default Response Set","Anonymous","","",NA,"0","2018-08-30 09:09:23","2018-08-30 09:18:10","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"okra fox","2018-08-30T16:09:24.479Z",NA,"true","true",NA,"100","","526","","[&quot;meaningful-work&quot;]","___mw3_2__","1","Chrome","67.0.3396.99","CrOS x86_64 10575.58.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","7","","6","Dictumst etiam ultrices cubilia, turpis viverra nunc sed turpis suspendisse, quam nisi. Sit ipsum proin dui, ex eleifend, sociosqu, ullamcorper blandit non. Lobortis varius inceptos nec, vitae iaculis, suspendisse quis nulla est dictum. Volutpat ullamcorper. Eu ridiculus netus habitasse, dolor rutrum sed at ut diam faucibus. Consequat nisl laoreet mi ut massa eu dolor facilisi non iaculis nibh? Hac nulla eget, erat ullamcorper. Eu viverra vivamus gravida ornare sapien nunc faucibus ac. Sagittis mauris eget integer dictumst, tincidunt. Dignissim a sit feugiat, curabitur nibh risus eros est porta aliquam. Tristique fermentum per, ornare feugiat nec id potenti. Massa eu dictum fermentum torquent vestibulum morbi ante natoque. Dolor, orci, condimentum pretium, ex eget. Ac ac habitasse. Inceptos enim at dictumst, penatibus augue libero, netus.","6","","7","","6","","7","","4","","5","","4","","5","5","4","2","3","4","3","4","4","5","5","5","2","","2","","","","","","","","","","","","1","","","","","","","","2","4","","1",NA,NA,NA,NA,"1","Euismod nisi per arcu iaculis mauris montes non pulvinar vestibulum. Montes nec at non egestas pulvinar accumsan. Vulputate curae tempor tellus inceptos urna vivamus suscipit mauris ut. Faucibus fames volutpat, lacinia sed diam iaculis torquent massa sollicitudin, auctor. Non, accumsan sapien convallis augue sit justo egestas massa. Ut penatibus, dignissim, ac per urna morbi ac, non. Sed efficitur, faucibus sit tempor cursus quis, sem. Eget vestibulum quis molestie in ante vel consectetur id. Non id, senectus fringilla donec elit vivamus risus. Odio et taciti vehicula eu et. Sollicitudin sed gravida molestie id lacinia justo ac, cras. Dictum blandit arcu nibh tellus vel, ac. Tempor lacinia egestas faucibus, torquent mi, nisl.",NA,"2","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-03-18 11:06:24","2019-03-18 11:11:08","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"lime happy","2019-03-18T18:06:24.748Z",NA,"true","true",NA,"100","1","284","","[&quot;meaningful-work&quot;]","___mw2_2__","1","Safari iPad","12.0","iPad","768x1024","-1","","Mozilla/5.0 (iPad; CPU OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","5","","6","","5","","6","","4","","5","","5","","5","","4","","5","5","3","2","4","3","2","4","4","4","4","4","2","","2","","","","","","","","","1","","","","","","","","","","","1","3","","1",NA,NA,NA,NA,"2","","4",NA,"Nec sed egestas, nunc taciti eu. Nibh mi ex sit scelerisque vivamus. Curae auctor vulputate dui nulla risus nisl vel aliquam. Et sagittis, turpis a nisl per mauris. Ac ligula himenaeos ornare ac, leo. Porttitor venenatis senectus libero feugiat, porttitor class. Enim tortor curabitur congue tincidunt feugiat ipsum, sed aliquet in sagittis.",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-08-30 14:53:29","2018-08-30 14:57:19","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"viper mushroom","2018-08-30T21:53:31.481Z",NA,"true","true",NA,"100","1","230","","[&quot;meaningful-work&quot;]","___mw3_2__","1","Chrome","68.0.3440.91","Android 9","412x732","-1","","Mozilla/5.0 (Linux; Android 9; Pixel XL Build/PPR1.180610.009) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36","6","","4","","4","","5","Interdum in, fermentum placerat efficitur. Non fusce placerat tempus tempor quam aliquam dui tempor. Auctor amet vestibulum lorem tincidunt vivamus ut eros! Mollis amet sed in lectus massa, a velit est. Nunc scelerisque vel volutpat tempus, turpis? Hendrerit aptent, in sapien at integer fermentum phasellus condimentum quisque. Volutpat sed sed platea, eros sed quam. Vel pellentesque, taciti facilisi lacus metus sociis sociosqu turpis. Dolor mi malesuada condimentum rutrum velit iaculis dis. Laoreet nec integer facilisis ultricies elit nec a. Tincidunt nam adipiscing metus bibendum nulla nunc vel. Et senectus tempor nulla nibh primis sapien augue nunc sociis ultrices mauris. Neque neque aenean aptent scelerisque ullamcorper tincidunt nam, mauris nibh. Sed sem tempus sed at.","7","","4","","4","","5","","4","","5","4","3","1","4","5","5","3","4","4","4","4","2","","1","","","1","","","","","1","","","","","","","","","","","1","1","5","","1",NA,NA,NA,NA,"1","","2","4","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-08-30 21:35:13","2018-08-30 21:36:26","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"","2018-08-31T04:35:14.420Z",NA,"","",NA,"100","1","73","true","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]","___tc1_2____fg2_2____mw2_2__","1","Chrome","68.0.3440.106","Windows NT 10.0","1920x1080","-1","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36","","","","","","","","","","","","","","Ac amet habitant, conubia pellentesque porttitor vivamus tincidunt, est ac non. Ut in sit ac finibus. Mus odio tempus metus velit. Nisi non vehicula cum nibh iaculis facilisis, dictumst nec et at ut, pellentesque. Blandit ultricies tortor mus fusce habitasse ridiculus porttitor ut posuere ipsum ut. Nulla vel sit facilisis at posuere in ut curae leo. Mauris quis ut sagittis, magnis est lorem aliquet tortor ex erat. Duis nec scelerisque id ridiculus iaculis ipsum sit dolor. Praesent ut, dignissim lectus eros ac amet et habitant. Nostra ut lorem tempor eu magnis ipsum velit mi dictumst mauris. Ligula ut praesent quis sed consectetur. Quam odio vehicula odio suspendisse aliquam eu facilisi leo tempor sed augue sagittis aliquam quisque. In purus mollis sed sollicitudin in.","","","","","","","","","","","","","","","","","","Efficitur, ut vehicula in ultricies pretium sed sed vestibulum risus. Sollicitudin, senectus dui viverra in leo leo tortor, neque cursus dui nam. Diam vitae, nec nec porttitor ante elit eu pellentesque eget. Aliquam diam vel tellus pellentesque morbi fermentum nisl sed, augue. Efficitur porttitor mauris sed nunc iaculis aliquam mollis. At orci egestas velit dignissim et mauris nisl. Habitant, nec ullamcorper luctus viverra porta rutrum. Eu sociis in. A consectetur, semper nunc aenean est sed mollis quis purus, purus.","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"6","","7","3","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-12-14 10:39:20","2018-12-14 10:40:09","1","[&quot;teacher-caring&quot;]",NA,"spider pasta","2018-12-14T18:39:20.946Z",NA,"false","",NA,"100","","48","","[null]","_","1","Chrome","70.0.3538.110","CrOS x86_64 11021.81.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36","6","","6","","6","","","","","","","","","Lorem in et at auctor nulla, donec hac tellus. Vel orci morbi eros ut mattis suspendisse, nibh. Augue diam eget himenaeos vitae elit. Consectetur fringilla mus sociis malesuada mus ornare ut, justo justo. Orci praesent in amet sed sed tellus interdum maecenas lacus et mauris, ligula leo. Adipiscing, lorem purus aliquet, nec consequat vel fames, leo. Nisl magnis adipiscing. Et vestibulum egestas interdum finibus eu. Sapien, vestibulum tincidunt. Nec placerat id dapibus a.","","","","","4","4","","","","","","","","","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"3","Potenti, aenean rutrum faucibus quam mattis ipsum velit sed. Bibendum blandit aptent mi fames eget nibh. Dui vel nibh sagittis phasellus duis dictumst primis, nulla egestas inceptos. Luctus mollis felis etiam vestibulum gravida torquent nulla ut, in. Turpis laoreet vitae egestas tellus sociis suspendisse fames vivamus curabitur feugiat. Rutrum sociosqu cum metus ac libero iaculis. Vestibulum metus vel nam velit ornare.","1","7","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2018-11-02 09:55:58","2018-11-02 09:57:45","1","[&quot;teacher-caring&quot;]",NA,"spider garlic","2018-11-02T16:55:58.707Z",NA,"false","",NA,"100","1","106","","[null]","_","1","Chrome","69.0.3497.95","CrOS x86_64 10895.56.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36","6","","6","","6","","","","","","","Pellentesque litora in sapien fermentum laoreet, faucibus. Feugiat fames suspendisse enim ultrices lorem nulla sollicitudin, tempus elementum. Purus faucibus vel finibus leo magna eget. Libero ac lobortis vestibulum, eu, aptent interdum. Metus, amet in quam vehicula at curabitur dolor turpis libero, pretium. Ante est facilisis metus dapibus aptent, mollis dolor accumsan. Praesent dignissim donec, mauris maximus ipsum, libero. Curae non, magnis auctor, sollicitudin sit nibh nec faucibus natoque eu, volutpat. Tortor gravida in.","","","","","","","4","4","","","","","","","","","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"6","","5","2","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-04-12 08:34:24","2019-04-12 08:39:14","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"okra fox","2019-04-12T15:34:27.371Z",NA,"false","true",NA,"100","1","289","","[&quot;meaningful-work&quot;]","___mw2_2__","1","Chrome","73.0.3683.103","Windows NT 10.0","1280x720","-1","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36","7","","6","","6","","7","","6","","3","","4","","7","","5","","4","3","","2","4","5","4","4","4","4","5","5","1","Faucibus, aliquam vulputate senectus. Senectus sociosqu turpis non in facilisi quis, et commodo tortor et. Efficitur, quis velit curabitur metus, porttitor turpis ligula vitae sagittis. Fusce, etiam semper per interdum phasellus senectus a faucibus massa amet condimentum tristique et. Donec lacus laoreet. Faucibus sollicitudin mauris. Malesuada ligula hendrerit nulla proin mi enim elit dis per et dignissim. Curae suspendisse nec laoreet tortor dis. Nec, justo turpis enim. Lectus sapien dolor donec nulla integer mauris, tellus. Primis dictum mauris litora sociis maecenas. A leo, mollis et quisque et donec, ridiculus. Maximus sed velit sapien diam et senectus nulla vehicula sem etiam non aliquet. Eget vitae placerat, congue, sed gravida mus justo tristique non egestas laoreet senectus senectus augue. Tincidunt proin cubilia feugiat et maximus eros.","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"3","","4","7","","Tristique tellus, dignissim potenti interdum torquent ligula maximus quis dis. Ipsum leo, mauris ut risus ut. Fermentum vitae eleifend commodo orci, dui. At parturient nec sagittis lobortis. Morbi velit molestie amet eu tincidunt sem, ut, erat. Nisl fermentum dui cras lacus imperdiet. Pellentesque non tortor vel laoreet laoreet facilisis ipsum id non eros."
NA,"Default Response Set","Anonymous","","",NA,"0","2019-02-15 10:39:19","2019-02-15 10:40:17","1","[&quot;teacher-caring&quot;]",NA,"spider pasta","2019-02-15T18:39:19.927Z",NA,"false","",NA,"100","1","57","","[null]","_","1","Chrome","71.0.3578.127","CrOS x86_64 11151.113.0","1300x731","-1","","Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36","7","","7","","7","","","Interdum mauris suspendisse malesuada turpis odio nulla in faucibus, ac, lobortis integer sapien tempor. Venenatis consequat, netus, in non purus tellus aliquam adipiscing at ut magna. Velit praesent. Ante turpis, interdum magnis pulvinar feugiat at penatibus, ac malesuada nisi. Arcu non sed, nulla vitae, pellentesque in pellentesque. Eu dolor nec lorem. Nunc odio risus, eros penatibus duis habitant. Suspendisse erat eget non vel curae. Ipsum ad aenean nec vestibulum magna dui bibendum. Malesuada himenaeos dapibus lobortis fermentum velit pellentesque eget ipsum.","","","","","","","","","","Tortor non sit ac cursus sit et faucibus faucibus, bibendum augue nec. Donec, nunc ac, a in amet, molestie. Condimentum mattis penatibus. Magna nullam nulla ipsum varius nibh ex accumsan a ante torquent sed ut. Dictumst tincidunt sed nulla eget, condimentum quam. Rutrum, vel tortor montes. Commodo sit ullamcorper facilisi vehicula turpis amet est ac. In turpis at scelerisque quam class vulputate tincidunt venenatis, sapien. Accumsan per sociosqu sapien sed, tortor est vitae at sed at. Aliquet fusce nibh id ac eros quisque quam curae. Ullamcorper sed ornare ad duis! Sit cum, blandit ullamcorper nulla eu. Donec tincidunt parturient maximus ligula litora. Ligula in ac et pellentesque sed et erat.","4","5","","","","","","","","","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,NA,"","2",NA,"","In mattis feugiat, sed? Erat curae nunc in semper tellus enim varius nibh nunc in, sem porta. Vitae conubia a maecenas non rhoncus eleifend sit in. Urna efficitur mauris ut cras libero volutpat. Lobortis montes quisque, scelerisque gravida in sed sed, vitae pellentesque. Faucibus sem ante rutrum luctus sem sollicitudin nec enim. Libero arcu laoreet blandit mauris, erat cras lectus vestibulum fermentum. Fermentum congue in per nulla sem, facilisi felis. Sem blandit egestas ipsum mauris cursus consequat maecenas. Lacus hendrerit pretium lacus lorem dictumst eget in nulla."
NA,"Default Response Set","Anonymous","","",NA,"0","2018-09-13 11:04:54","2018-09-13 11:06:42","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"eagle calm","2018-09-13T18:04:54.290Z",NA,"false","",NA,"100","2","107","","[&quot;teacher-caring&quot;]","___tc1_2__","1","Chrome","68.0.3440.118","CrOS x86_64 10718.88.2","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 10718.88.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.118 Safari/537.36","7","","6","","6","","5","","5","Torquent in per enim amet amet conubia nulla id, sapien neque eu. Vel eu porta imperdiet neque torquent vestibulum eu. In ac finibus vulputate lectus ad integer a et porttitor. Eu ac odio blandit rhoncus cursus arcu ut a. Nullam mauris sollicitudin bibendum, ut iaculis odio vivamus leo non euismod quam nec. Dictum nec sapien id elementum purus ad justo dolor, ipsum. Condimentum magnis fermentum, vehicula hac, nulla, ipsum sem sapien. Tempor sapien sed at volutpat tempus etiam ornare at posuere. Lacus vehicula eros faucibus sed in a sed.","5","","6","","6","","6","","4","4","","","","","","","","","","5","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"3","Velit duis vehicula, pharetra blandit etiam sociis interdum fringilla ligula elementum. Quisque commodo nostra lacus mollis amet condimentum pellentesque per et. Sed massa cum dolor enim aliquet, odio urna malesuada libero orci. Donec nisi elementum in commodo dapibus vestibulum purus. Ligula pulvinar facilisi nibh, tincidunt sed in cum est. Amet cum suscipit, maximus nulla quam non litora mus sit purus varius. Ac viverra amet amet ut. Faucibus sociosqu dis elementum libero sed blandit odio nec sagittis in, lorem. Eros nibh at ac mauris malesuada nullam finibus in pharetra. Odio ac enim in nostra, eleifend sapien venenatis feugiat. Iaculis enim mollis in auctor donec, magna pellentesque.","2","3","",""
NA,"Default Response Set","Anonymous","","",NA,"0","2019-03-29 10:01:38","2019-03-29 10:04:05","1","[&quot;feedback-for-growth&quot;,&quot;meaningful-work&quot;,&quot;teacher-caring&quot;]",NA,"goat spinach","2019-03-29T17:01:39.507Z",NA,"false","true",NA,"100","2","146","","[&quot;teacher-caring&quot;]","___tc1_2__","1","Chrome","72.0.3626.122","CrOS x86_64 11316.165.0","1366x768","-1","","Mozilla/5.0 (X11; CrOS x86_64 11316.165.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.122 Safari/537.36","7","","6","","7","Vestibulum lectus, vivamus, in etiam a sit natoque dui eros placerat. Nisi risus risus. Integer imperdiet aptent gravida eu ante arcu. Torquent aliquet magna in leo ullamcorper vitae parturient ut. Parturient eros tempor. Tempor congue cursus iaculis urna aliquam. Auctor vehicula congue tincidunt aliquam. Viverra tincidunt tempor pellentesque amet taciti in ex. Nascetur litora, neque elit, in condimentum fames blandit. Eget dictumst velit ac in diam tortor. Nec natoque ut augue cursus facilisis et sed. Hendrerit leo proin class justo. Arcu neque purus accumsan scelerisque erat nec sed blandit bibendum? Ipsum sociis, scelerisque vivamus tincidunt aliquam. Senectus elementum aptent aliquam sed mauris, justo consequat aenean libero arcu eget nam ipsum ut. Fusce tempor himenaeos non at.","6","","5","","5","","7","","7","","6","","4","5","","1","4","4","4","5","4","5","5","4","2","","","","","","","","","","","","","","","","","","","","","","","","","1",NA,NA,NA,NA,"3","","5","3","",""
